NU_ANO_CENSO,CO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_CURSO_POLO,TP_TURNO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,CO_OCDE_AREA_GERAL,CO_OCDE_AREA_ESPECIFICA,CO_OCDE_AREA_DETALHADA,CO_OCDE,CO_ALUNO,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,TP_COR_RACA,TP_SEXO,NU_ANO_NASCIMENTO,NU_MES_NASCIMENTO,NU_DIA_NASCIMENTO,NU_IDADE,TP_NACIONALIDADE,CO_PAIS_ORIGEM,CO_UF_NASCIMENTO,CO_MUNICIPIO_NASCIMENTO,TP_DEFICIENCIA,IN_DEFICIENCIA_AUDITIVA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_INTELECTUAL,IN_DEFICIENCIA_MULTIPLA,IN_DEFICIENCIA_SURDEZ,IN_DEFICIENCIA_SURDOCEGUEIRA,IN_DEFICIENCIA_BAIXA_VISAO,IN_DEFICIENCIA_CEGUEIRA,IN_DEFICIENCIA_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,TP_SITUACAO,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,DT_INGRESSO_CURSO,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,TP_ESCOLA_CONCLUSAO_ENS_MEDIO,IN_ALUNO_PARFOR,TP_SEMESTRE_CONCLUSAO,TP_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,TP_MOBILIDADE_ACADEMICA,TP_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,IN_INGRESSO_VAGA_NOVA,IN_INGRESSO_PROCESSO_SELETIVO,NU_ANO_INGRESSO
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001585479,48786799,,3,2,1990,1,17,27,1,76,51,5103403,0,,,,,,,,,,,,,,2,3700,2670,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001597441,48753533,,3,2,1990,2,27,27,1,76,,,9,,,,,,,,,,,,,,2,3700,1920,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001641037,48770362,,3,1,1990,6,22,27,1,76,,,9,,,,,,,,,,,,,,2,3700,2910,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001664124,48778952,,3,2,1989,5,21,28,1,76,,,9,,,,,,,,,,,,,,4,3700,300,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001679620,48779397,,3,2,1990,8,27,27,1,76,51,5105200,0,,,,,,,,,,,,,,2,3700,3282,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400001701231,48748462,,3,1,1985,9,18,32,1,76,,,0,,,,,,,,,,,,,,4,3700,720,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400002673552,48754734,,3,2,1976,11,9,41,1,76,,,9,,,,,,,,,,,,,,2,3700,1980,01/01/2015,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400003623528,48734626,,1,1,1990,1,29,27,1,76,,,9,,,,,,,,,,,,,,2,3700,420,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400003869322,48769974,,1,1,1986,10,17,31,1,76,,,9,,,,,,,,,,,,,,2,3700,2670,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,1,0,,,0,,2,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400004185898,48779401,,1,1,1988,4,15,29,1,76,,,9,,,,,,,,,,,,,,2,3700,1380,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004197961,48755110,,1,2,1990,1,19,27,1,76,,,9,,,,,,,,,,,,,,2,3700,2400,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004215176,48780569,,3,2,1987,11,17,30,1,76,,,9,,,,,,,,,,,,,,3,3700,660,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004288779,48752388,,1,1,1981,1,8,36,1,76,,,9,,,,,,,,,,,,,,2,3700,1500,01/01/2017,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,0,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004349419,48770673,,1,2,1986,1,30,31,1,76,,,9,,,,,,,,,,,,,,4,3700,660,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004493432,48762270,,1,1,1984,10,17,33,1,76,,,9,,,,,,,,,,,,,,2,3700,660,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400004635116,48747854,,1,2,1986,5,5,31,1,76,,,9,,,,,,,,,,,,,,4,3700,720,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400006123702,48785153,,3,2,1989,10,2,28,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,1,0,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400006140790,48755113,,1,1,1989,3,25,28,1,76,,,9,,,,,,,,,,,,,,2,3700,1920,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400006301341,48779411,,3,2,1978,4,3,39,1,76,,,9,,,,,,,,,,,,,,6,3700,4170,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,1,0,0,,2013
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400006420081,48785159,,1,1,1987,7,7,30,1,76,,,9,,,,,,,,,,,,,,6,3700,4240,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,1,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400006423244,48734306,,3,1,1987,8,14,30,1,76,,,9,,,,,,,,,,,,,,2,3700,3640,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400006425124,48755757,,1,1,1992,5,20,25,1,76,,,9,,,,,,,,,,,,,,4,3700,0,01/01/2014,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400006429632,48753552,,1,1,1978,2,27,39,1,76,,,9,,,,,,,,,,,,,,3,3700,900,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2014
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400006433409,48780073,,3,2,1980,10,26,37,1,76,,,9,,,,,,,,,,,,,,6,3700,3778,01/01/2012,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,1,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400006945383,48755759,,4,2,1980,9,24,37,1,76,,,9,,,,,,,,,,,,,,2,3700,4234,01/01/2012,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,1,0,0,,0,,,1,,,2,0,,,,,1,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400007910250,48752850,,1,1,1975,2,10,42,1,76,,,9,,,,,,,,,,,,,,6,3700,3745,01/01/2014,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,1,0,0,,2014
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400007924719,48734640,,2,2,1990,3,3,27,1,76,27,2704708,0,,,,,,,,,,,,,,4,3700,0,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008352762,48769486,,0,2,1985,4,23,32,1,76,,,9,,,,,,,,,,,,,,2,3700,1920,01/01/2010,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008352824,48752405,,3,1,1975,11,7,42,1,76,,,9,,,,,,,,,,,,,,3,3700,420,01/01/2016,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008352888,48734315,,0,2,1978,10,19,39,1,76,,,9,,,,,,,,,,,,,,2,3700,3420,01/01/2010,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008352905,48763259,,3,1,1977,4,23,40,1,76,,,9,,,,,,,,,,,,,,2,3700,120,01/01/2015,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008355364,48755122,,1,2,1988,9,4,29,1,76,,,9,,,,,,,,,,,,,,4,3700,120,01/01/2010,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2010
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008357992,48785169,,3,2,1988,10,4,29,1,76,,,9,,,,,,,,,,,,,,3,3700,0,01/01/2015,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,0,,2015
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008499266,48734874,,1,2,1977,4,24,40,1,76,,,9,,,,,,,,,,,,,,2,3700,1860,01/01/2012,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2012
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008500616,48761884,,1,2,1981,5,21,36,1,76,,,9,,,,,,,,,,,,,,2,3700,720,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008501189,48762282,,3,2,1968,10,3,49,1,76,,,9,,,,,,,,,,,,,,2,3600,3840,01/01/2009,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2009
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501201,48746731,,1,1,1983,8,11,34,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2011,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2011
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008501216,48780580,,5,2,1981,12,29,36,1,76,,,9,,,,,,,,,,,,,,2,3600,1860,01/01/2003,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,0,0,,2003
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008501217,48769992,,3,2,1986,4,5,31,1,76,,,9,,,,,,,,,,,,,,2,3600,3580,01/01/2003,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,9,,,2,0,,,,,1,0,0,0,,2003
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501273,48754323,,2,2,1978,9,20,39,1,76,,,9,,,,,,,,,,,,,,6,3700,3723,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,0,1,0,,,1,,2,,,2,0,,,,,1,1,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501295,48762652,,1,1,1982,10,29,35,1,76,,,9,,,,,,,,,,,,,,2,3700,1320,01/01/2016,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2016
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501368,48769994,,3,2,1986,3,27,31,1,76,,,9,,,,,,,,,,,,,,2,3700,660,01/01/2017,0,1,0,0,,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,1,,2017
2017,1,1,1,1,,1,1,1,1,3,38,380,380D01,400008501463,48752855,,3,1,1983,2,3,34,1,76,,,9,,,,,,,,,,,,,,2,3700,2730,01/01/2013,0,1,0,0,,0,0,0,0,0,0,,1,1,0,1,1,0,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2013
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501514,48734645,,1,2,1982,11,28,35,1,76,,,9,,,,,,,,,,,,,,2,3700,1260,01/01/2017,0,0,0,0,,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0,,,,,1,0,1,0,,2017
2017,1,1,1,1,,3,1,1,1,3,38,380,380D01,400008501624,48720442,,1,1,1970,8,23,47,1,76,,,9,,,,,,,,,,,,,,2,3600,3360,01/01/2004,1,1,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,0,,2004
